ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
3719	司马晴	镖局镖师		3	36	1	1	275	30	0	950	41	3	1	1		180	1309	0	0	1489	0	0	100	6	22	9000	0	0	0	0	107	240	240	240	240	240	704	30	30	30	30	0	3719	1	60	29	60	29	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2674	0	0	0	0	0	0	0	0	0	1	0	43	259	629145	长安城	0	0	1	3	0	0	<G>要保镖拼的就是命，没有点功夫，小命也一文不值。	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	30	257																																																			36				0											
3720	镖局弟子			3	36	1	1	275	13	0	950	29	3	1	1		180	285	0	0	257	0	0	100	6	22	9000	0	0	0	0	31	68	68	68	68	68	0	13	13	13	13	0	3720	1	24	12	24	12	28	1	28	1	1024	18	10	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2675	0	0	0	0	0	0	0	0	0	1	0	8	47	629145	长安城	0	0	1	1	0	0	<G>我等区区一介武夫，只保镖，不比武。	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	13	173																																																			36				0											
3721	云岚	镖局主簿		3	42	1	1	275	40	0	950	29	3	1	1		180	2517	0	0	2864	0	0	100	6	22	9000	0	0	0	0	137	310	310	310	310	310	939	40	40	40	40	0	3721	1	79	39	79	39	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2676	0	0	0	0	0	0	0	0	0	1	0	60	360	734003	长安城	0	0	1	3	0	0	<G>托您的福，镖局生意还算过得去。	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	40	273																																																			42				0											
3722	织田乱步	织田流师范		3	37			156	34		900	39	3				0	2530			2277					22	9450					126	246	246	246	246	246	1020	34	34	34	34	26	3722	22	82	41	82	41	28	1	47			37	10																																	2678										1		49	297	734003	长安城							<G>八嘎牙鲁！不服气就来比武！	300																																	0	9000									2							3	34	265																																																			37															
3723	伍昌胤	布袋和尚		3	36				15			31	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3723	21	26	12	26	12	28	1	28	1	1024	18	10																																	2673										1	169	12	73	629145	长安城			0	0			<G>好布好线做成的包裹。	100												背包店																					0	9000																3	15	188																																																			36				0											
3724	河下五郎	织田流教士		3	36	1	1	156	16	0	950	39	3	1	1		180	624	0	0	561	0	0	100	6	22	9000	0	0	0	0	44	88	88	88	88	88	0	16	16	16	16	0	3724	1	27	14	27	14	28	1	32	1	1024	22	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2679	0	0	0	0	0	0	0	0	0	1	0	13	80	629145	长安城	0	0	1	1	0	0	<G>中原人懒惰、懦弱！和东洋武士比，差得远！	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	16	196																																																			36				0											
3725	织田流三段			3	37	1	1	156	13	0	950	39	3	1	1		180	285	0	0	257	0	0	100	6	22	9000	0	0	0	0	31	68	68	68	68	68	0	13	13	13	13	0	3725	1	36	18	36	18	28	1	47	1	1024	37	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2681	0	0	0	0	0	0	0	0	0	1	0	8	47	629145	长安城	0	0	1	1	0	0	<G>看什么！中原懦夫！	300		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	13	173																																																			37				0											
3726	秋水	凌雪楼			28			183	48		900	36	4				0	5193			5910					22	9450					160	366	366	366	366	366	1127	48	48	48	48		3726	11	246	124	246	124	28	1						7116	1	240																														2310										1		90	546	734003	七秀				3			<G>那贡橘林已是安静了好些年，现在又开始不太平了，真是吓人……	1000									scripts\flowlib\catcher\npc\3726.lua																								0	9000									5							6	48	340																																																			28															
3727	王梦花	凌雪楼			28			183	48		900	36	4				0	7282			5699					22	9450					191	336	336	336	336	336	1767	48	48	48	48		3727	11	164	82	164	82	28	1	19							400																														2311										1		90	546	734003	七秀				2			<G><F174 这女子看来武功颇为高强。>	1000									scripts\flowlib\catcher\npc\3727.lua																								0	9450									5							6	48	340																																																			28															
3728	姚婕	杂货商		3	36				15			41	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3728	21	26	12	26	12	28	1	26	1	1024	16	10																																	2677										1	174	12	73	629145	长安城			0	0			<G>常用杂货，小店都有。	100												杂货店																					0	9000																3	15	188																																																			36				0											
3729	罗薇	礼品商		3	36				15			36	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3729	21	28	14	28	14	28	1	35	1	1024	25	10																																	2680										1	173	12	73	629145	长安城			0	0			<G>江湖相见，礼轻情长。	100												礼品店																					0	9000																3	15	188																																																			36				0											
3730	方贤德	鞋履商		3	36				15			28	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3730	21	26	12	26	12	28	1	28	1	1024	18	10	697	4	80	1	512	14	8																										2685										1	331	12	73	629145	长安城			0	0			<G>行万里路，需穿方某之鞋。鞋过千针，细密缠绵，冬踏寒山，夏走湖泽！	100												服装店·鞋																					0	9000									1							3	15	188																																																			36				0											
3731	孟钰			3	36				30		950	30	3				90	1596			1436					22						113	220	220	220	220	220	900	30	30	30	30		3731	21	50	24	50	24	28	1	28			18	10			32							32							32																2683										1		43	259	629145	长安城							<G>多读书固然是好，但尽信书不如无书，呵呵。	500																																	0	9000									2							3	30	257																																																			36				0											
3732	韦临	长安甲字声望商		3	36	1	1	0	50	0	950	32	3	1	1		180	3977	0	0	3579	0	0	100	6	22	9000	0	0	0	0	175	349	349	349	349	349	1500	50	50	50	50	0	3732	1	94	47	94	47	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2684	0	0	0	0	0	0	0	0	0	1	59	81	486	734003	长安城	0	0	1	1	0	0	<G>我手中的货物，只卖好人，不卖恶人！做的好事越多，我卖的货物就越好！	100		0		0								长安物资官			0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	50	289																																																			36				0											
3733	程禀航	掌柜		3	36				50			32	3				35	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50		3733	21	94	47	94	47	28	1	28			18	10																																	2686										1		81	486	734003	长安城							<G>客人要什么马？河曲马、建昌马、丽江马……应有尽有！不过这价钱嘛……	300	<G>客官，一路奔波可累了吧，快来坐下歇歇脚。	300																															0	9000									1							3	50	289																																																			36				0											
3734	马席夫	车夫		3	36	1	1	0	25	0	950	27	3	1	1		180	1157	0	0	1042	0	0	100	6	22	9000	0	0	0	0	98	166	166	166	166	166	355	25	25	25	25	0	3734	1	42	20	42	20	28	1	28	1	1024	18	10	0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2687	0	0	0	0	0	0	0	0	0	1	0	29	173	629145	长安城	0	0	1	1	0	0	<G>客官要游玩还是要出行？价格是绝对公道！	300	<G>客官您是走南啊，还是要去闯北啊？	300		0					scripts\Traffic\世界通用车夫.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	25	242																																																			36				0											
3735	丽援清	阿里曼仓管长		3	36			187	15			30	3				30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3735	21	28	14	28	14	28	1	35	1	1024	25	10	666	4	80	1	512	25	8																										2688										1		12	73	629145	长安城			0	0			<G>神圣的大神和圣教主会保佑所有忠心的信徒！	100	<G>不管有什么疾病灾难，圣教主总是会指引善众尽速脱离。	100																															0	9000									1							3	15	188																																																			36				0											
3736	吕千	襦裙商		3	36				15			29	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3736	21	26	12	26	12	28	1	28	1	1024	18	10																																	2689										1	330	12	73	629145	长安城			0	0			<G>兄弟如手足，妻子如衣裤，缺手断脚之人常见，不穿裤子之人少有。	100												服装店·裤子																					0	9000																3	15	188																																																			36				0											
3737	阿里曼司事	圣务门		3	36			187	15	2		31	3				120	508			457					22						39	81	81	81	81	81	0	15	15	15	15		3737	21	31	16	31	16	28	1	39			29	10	617	4	240	2	512	29	8																										2690										1		12	73	629145	长安城							<G>我们相信大神和圣教主所有的指引。	100																																	0	9000									1							3	15	188																																																			36				0											
3738	童美人	冠帽商		3	36				15			41	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3738	21	26	12	26	12	28	1	26	1	1024	16	10																																	2691										1	329	12	73	629145	长安城			0	0			<G>精巧头饰，三日包退。	100												服装店·帽子																					0	9000																3	15	188																																																			36				0											
3739	竺扇子	大袖商		3	36				15			32	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3739	21	26	12	26	12	28	1	28	1	1024	18	10																																	2692										1	328	12	73	629145	长安城			0	0			<G>长褂短衫，都是好货。	100												服装店·上装																					0	9000																3	15	188																																																			36				0											
3740	陈省	车夫		3	26				8	1		27	3				60	115			103					22						14	40	40	40	40	40	0	8	8	8	8		3740	21	22	10	22	10	28	1	28			18	10																																	2694										1		2	14	629145	天策							<G>我们的驿站的马可是全国最上乘的。绝对值这个价钱！	300	<G>看这打扮，客官这是要出远门吧？	300							scripts\Traffic\世界通用车夫.lua						13	-250																	0	9000									1							3	8	134																																																			26				0											
3741	何离别	远程武器商		3	36				15			41	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3741	21	26	12	26	12	28	1	31	1	1024	21	10																																	2693										1	335	12	73	629145	长安城			0	0			<G>明枪易躲，暗箭难防。	100												远程武器店																					0	9000									1							3	15	188																																																			36				0											
3742	张洋	车夫		3	26				8	1		27	3				60	115			103					22						14	40	40	40	40	40	0	8	8	8	8		3742	21	22	10	22	10	28	1	28			18	10																																	2695										1		2	14	629145	纯阳							<G>我们的驿站的马可是全国最上乘的。绝对值这个价钱！	300	<G>看这打扮，客官这是要出远门吧？	300							scripts\Traffic\世界通用车夫.lua						14	-250																	0	9000									1							3	8	134																																																			26				0											
3743	安馨	双兵商		3	36				15			36	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3743	21	28	14	28	14	28	1	35	1	1024	25	10																																	2696										1	334	12	73	629145	长安城			0	0			<G>长安双兵，只此一家。	100												武器店·双兵																					0	9000									1							3	15	188																																																			36				0											
3744	杨书财	枪戟商		3	36				15			41	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3744	21	26	12	26	12	28	1	31	1	1024	21	10																																	2697										1	336	12	73	629145	长安城			0	0			<G>上好长枪，不好不收银子。	100												武器店·枪																					0	9000																3	15	188																																																			36				0											
3745	商员外	棍棒商		3	36				15			29	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3745	21	26	12	26	12	28	1	28	1	1024	18	10																																	2698										1	338	12	73	629145	长安城			0	0			<G>长棍短棍，精钢铁棍。	100												武器店·棍																					0	9000																3	15	188																																																			36				0											
3746	法平	剑商		3	36				15			29	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3746	21	26	12	26	12	28	1	30	1	1024	20	10																																	2699										1	337	12	73	629145	长安城			0	0			<G>剑在人在，剑忘人亡，多带两柄，剑亡人在！	100												武器店·剑																					0	9000									1							3	15	188																																																			36				0											
3747	上官静	昆仑派		3	46	1	1	0	38	0	950	36	3	1	1		180	2888	0	0	2599	0	0	100	6	22	9000	0	0	0	0	138	272	272	272	272	272	1140	38	38	38	38	0	3747	1	68	34	68	34	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2700	0	0	0	0	0	0	0	0	0	1	0	56	338	734003	长安城	0	0	1	1	0	0	<G>昆仑特产！上不得昆仑也可买个回去留个纪念啊。	100		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	38	271																																																			46				0											
3748	孟文韬	笔商		3	36				15			30	3		0		30	508			457					22	9450					39	81	81	81	81	81	0	15	15	15	15	13	3748	21	26	12	26	12	28	1	28	1	1024	18	10																																	2701										1	333	12	73	629145	长安城			0	0			<G>上品好笔，万花的侠女侠少看过来。	100												武器店·笔																					0	9000																3	15	188																																																			36				0											
3749	书僮	侍者		3	46	1	1	0	13	0	950	21	3	1	1		180	285	0	0	257	0	0	100	6	22	9000	0	0	0	0	31	68	68	68	68	68	0	13	13	13	13	0	3749	1	24	12	24	12	28	1	24	1	1024	14	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	480	0	10		0		0		0		0	2702	0	0	0	0	0	0	0	0	0	1	0	8	47	629145	长安城	0	0	1	1	0	0	<G>你想要什么特产，找我们主子，价钱绝对公道！	100	<G>地道的昆仑特产啊！不买也来看看嘛。	100		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	2							3	13	173																																																			46				0											
3750	向勇	车夫		3	26				8	1		27	3				60	115			103					22						14	40	40	40	40	40	0	8	8	8	8		3750	21	22	10	22	10	28	1	28			18	10																																	2704										1		2	14	629145	万花谷							<G>我们的驿站的马可是全国最上乘的。绝对值这个价钱！	300	<G>看这打扮，客官这是要出远门吧？	300							scripts\Traffic\世界通用车夫.lua						12	-250																	0	9000									1							3	8	134																																																			26				0											
3751	邱星彩	初级医术师		3	36				30		950	36	3				90	1596			1436					22						113	220	220	220	220	220	900	30	30	30	30		3751	21	54	27	54	27	28	1	35			25	10			32							32							32																2705										1		43	259	629145	长安城		16					<G>星彩为天资所限，只能粗通医术。\n<H28><G><F174 这人神秘地对你说道：>\n<H28><G>中级医术师傅在长安，扬州，洛阳三座城市可以找到。	500									scripts\Map\洛阳\npc\初级医术训练师.lua					学习医术配方																			0	9000									1							3	30	257																																																			36				0											
3752	唐步宽	中级医术师		3	36				50		950	29	3				90	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50		3752	21	94	47	94	47	28	1	28			18	10			32							32							32																2706										1		81	486	734003	长安城		19					<G>医者需有合用药材方能医病，平日要多多搜集。\n<H28><G><F174 这人神秘地对你说道：>\n<H28><G>高级医术师傅在长安城可以找到。	500									scripts\Map\洛阳\npc\中级医术训练师.lua					我想学习中级医术																			0	9000									1							3	50	289																																																			36				0											
3753	姜佑胜	高级医术师		3	36				70		950	48	3				90	5780			5202					22						237	478	478	478	478	478	2100	70	70	70	70		3753	21	130	66	130	66	28	1	25			15	10			32							32							32																2707										1		190	1138	838860	长安城		18					<G>医道如天道，损有余而补不足。	500									scripts\Map\洛阳\npc\高级医术训练师.lua					我学习医术配方																			0	9000									1							3	70	360																																																			36				0											
3754	琵琶郎中	江湖医术师		3	36				70		950	39	3				90	5780			5202					22						237	478	478	478	478	478	2100	70	70	70	70		3754	21	130	66	130	66	28	1	29			19	10			32							32							32																2708										1		190	1138	838860	长安城		21					<G>有医者依仗高超医术，小病大医，无病亦治，索骗金银，偏离了医家正道。	500									scripts\Map\洛阳\npc\高级医术江湖训练师.lua					学习医术配方																			0	9000									1							3	70	360																																																			36				0											
3755	金锤	初级铸造师		3	36				30		950	28	3				90	1596			1436					22						113	220	220	220	220	220	900	30	30	30	30		3755	21	60	31	60	31	28	1	39			29	10			32							32							32																2709										1		43	259	629145	长安城		22					<G>锻造大师多半对采金之术深有心得。\n<H28><G><F174 这人突然神秘地对你说道：>\n<H28><G>听说中级铸造师傅可以在长安，扬州，洛阳三座城市找到。	500									scripts\Map\洛阳\npc\初级铸造训练师.lua					学习铸造配方																			0	9000									1							3	30	257																																																			36				0											
3756	邓立	中级铸造师		3	36				50		950	46	3				90	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50		3756	21	105	53	105	53	28	1	36			26	10			32							32							32																2711										1		81	486	734003	长安城		24					<G>有些稀少的矿石可以令兵刃更加锋锐。\n<H28><G><F174 这人突然神秘地对你说道：>\n<H28><G>听说高级铸造师傅可以在洛阳城找到。	500									scripts\Map\洛阳\npc\中级铸造训练师.lua					学习铸造配方																			0	9000									1							3	50	289																																																			36				0											
3757	谢文莉	初级缝纫师		3	36				30		950	41	3				90	1596			1436					22						113	220	220	220	220	220	900	30	30	30	30		3757	21	50	24	50	24	28	1	26			16	10			32							32							32																2717										1		43	259	629145	长安城		11					<G>有志于缝纫的人在身上都会带好针线，旅途空闲也可练习一二。\n<H28><G><F174 这人突然神秘地对你说道：>\n<H28><G>听说中级缝纫师傅可以在长安，扬州，洛阳三座城市找到。	500									scripts\Map\洛阳\npc\初级缝纫训练师.lua					学习缝纫配方																			0	9000									1							3	30	257																																																			36				0											
3758	朱雁卿	中级缝纫师		3	36				50		950	41	3				90	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50		3758	21	94	47	94	47	28	1	26			16	10			32							32							32																2713										1		81	486	734003	长安城		12					<G>修习缝纫需各类布匹皮革，搜索技能有时会极为好用。\n<H28><G><F174 这人突然神秘地对你说道：>\n<H28><G>听说高级缝纫师傅可以在扬州城找到。	500									scripts\Map\洛阳\npc\中级缝纫训练师.lua					学习缝纫配方																			0	9000									1							3	50	289																																																			36				0											
3759	杨立德	初级烹饪师		3	36				30		950	74	3				90	1596			1436					22						113	220	220	220	220	220	900	30	30	30	30		3759	21	56	28	56	28	28	1	36			26	10			32							32							32																2714										1		43	259	629145	长安城		28					<G>烹饪所需油盐佐料可从酱料商人手中购入。\n<H28><G><F174 这人突然神秘地对你说道：>\n<H28><G>听说中级烹饪师傅可以在长安，扬州两座城市找到。	500									scripts\Map\洛阳\npc\初级烹饪训练师.lua					学习烹饪配方																			0	9000									1							3	30	257																																																			36				0											
